Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
MOH;1178120;USD;2018;FY;2018-12-31;2019-02-19;2021-02-16;61100000;66600000;18890000000;-15902000000;2988000000;-1857000000;-1333000000;;-99000000;1131000000;-132000000;-115000000;999000000;;999000000;-292000000;707000000;;707000000;707000000
MOH;1178120;USD;2019;FY;2019-12-31;2020-02-14;2021-02-16;62000000;64000000;16829000000;-14394000000;2435000000;-1391000000;-1296000000;;-89000000;1044000000;-72000000;-87000000;972000000;;972000000;-235000000;737000000;;737000000;737000000
MON;79638;USD;2016;FY;2016-08-31;2016-10-19;2016-10-19;442700000;447100000;13502000000;-6485000000;7017000000;-4345000000;-2833000000;-1512000000;;2672000000;-384000000;-362000000;2288000000;-297000000;1991000000;-695000000;1296000000;17000000;1336000000;1336000000
MON;79638;USD;2017;FY;2017-08-31;2017-10-27;2017-10-27;438800000;443800000;14640000000;-6703000000;7937000000;-4576000000;-2969000000;-1607000000;;3361000000;-326000000;-376000000;3035000000;-149000000;2886000000;-626000000;2260000000;13000000;2260000000;2260000000
MORN;979788;USD;2015;FY;2015-12-31;2016-03-01;2018-03-01;44200000;44300000;788800000;-330100000;458700000;-268100000;-203700000;;-64400000;190600000;2500000;1300000;193100000;600000;193700000;-62700000;132800000;;132600000;132600000
MORN;979788;USD;2016;FY;2016-12-31;2017-03-01;2019-03-01;43000000;43300000;798600000;-344300000;454300000;-273500000;-202800000;;-70700000;180800000;6400000;300000;187200000;37700000;224900000;-63700000;161000000;;161000000;161000000
MORN;979788;USD;2017;FY;2017-12-31;2018-03-01;2019-03-01;42700000;43000000;911700000;-386600000;525100000;-355300000;-264100000;;-91200000;169800000;-8600000;-3600000;161200000;19900000;181100000;-42900000;136900000;;136900000;136900000
MORN;979788;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;42600000;43000000;1019900000;-411100000;608800000;-393000000;-296300000;;-96700000;215800000;0;-1800000;215800000;17100000;232900000;-47800000;183000000;;183000000;183000000
MORN;979788;USD;2019;FY;2019-12-31;2020-03-02;2021-02-26;42700000;43200000;1179000000;-483100000;695900000;-506300000;-388600000;;-117700000;189600000;-11800000;-8700000;177800000;20700000;198500000;-45600000;152000000;;152000000;152000000
MOS;94993;USD;2015;FY;2015-12-31;2016-02-19;2018-02-21;358500000;360300000;8895300000;-7177400000;1717900000;-439100000;-361200000;;;1278800000;-158300000;-97800000;1120500000;-17200000;1103300000;-99100000;1004200000;-2400000;1000400000;1000400000
MOS;94993;USD;2016;FY;2016-12-31;2017-02-01;2018-02-21;350400000;351700000;7162800000;-6352800000;810000000;-491000000;-304200000;;;319000000;-72300000;-112400000;246700000;-4300000;242400000;74200000;316600000;-15400000;297800000;297800000
MOS;94993;USD;2017;FY;2017-12-31;2018-02-21;2019-03-13;350900000;350900000;;;842800000;-377100000;-301300000;;;465700000;-88200000;-138100000;377500000;-3500000;374000000;-494900000;-120900000;16700000;-107200000;-107200000
MOS;94993;USD;2018;FY;2018-12-31;2019-03-13;2021-02-22;384800000;386400000;9587300000;-8088900000;1498400000;-570100000;-341100000;;;928300000;-358000000;-166100000;570300000;-18800000;551500000;-77100000;474400000;-4500000;470000000;470000000
MOS;94993;USD;2019;FY;2019-12-31;2020-02-20;2021-02-22;383800000;383800000;8906300000;-8009000000;897300000;-530100000;-354100000;;;367200000;-162700000;-182900000;204500000;-1460600000;-1256100000;224700000;-1031400000;-59400000;-1067400000;-1067400000
MOV;250875;USD;2015;FY;2016-01-31;2016-03-31;2017-03-20;23525000;23774000;594923000;-277993000;316930000;-246823000;-246823000;;;70107000;-982000;-982000;69125000;;69125000;-23360000;45765000;;45094000;45094000
MOV;250875;USD;2016;FY;2017-01-31;2017-03-20;2017-03-20;23070000;23267000;552752000;-257935000;294817000;-240836000;-240836000;;;53981000;-1245000;-1245000;52736000;-1282000;51454000;-16315000;35139000;;35061000;35061000
MOV;250875;USD;2017;FY;2018-01-31;2018-03-29;2018-03-29;23073000;23073000;567953000;-269875000;298078000;-254878000;-254878000;;;43200000;-1058000;-1058000;42142000;;42142000;-57367000;-15225000;;-15225000;-15225000
MOV;250875;USD;2018;FY;2019-01-31;2019-03-28;2021-03-25;23197000;23600000;679567000;-310209000;369358000;-307161000;-307161000;;;62197000;-464000;-464000;61733000;;61733000;-162000;61571000;;61624000;61624000
MOV;250875;USD;2019;FY;2020-01-31;2020-03-26;2021-03-25;23123000;23297000;700966000;-326077000;374889000;-331898000;-331898000;;;42991000;-844000;-844000;42147000;15356000;57503000;-15124000;42379000;;42699000;42699000
MPC;353184;USD;2015;FY;2015-12-31;2016-02-26;2017-02-24;538000000;542000000;72051000000;-55583000000;16468000000;-11469000000;-1576000000;;-1502000000;5111000000;-230000000;-318000000;4881000000;-507000000;4374000000;-1506000000;2868000000;;2852000000;2852000000
MPC;353184;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;528000000;530000000;63339000000;-49170000000;14169000000;-12056000000;-1605000000;;-2001000000;2291000000;-741000000;-556000000;1550000000;272000000;1822000000;-609000000;1213000000;;1174000000;1174000000
MPC;353184;USD;2017;FY;2017-12-31;2018-02-28;2019-02-28;507000000;512000000;74104000000;-66519000000;7585000000;-4832000000;-1694000000;;-2114000000;3702000000;-368000000;-674000000;3334000000;10000000;3344000000;460000000;3804000000;;3432000000;3432000000
MPC;353184;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;518000000;526000000;86086000000;-77047000000;9039000000;-4852000000;-2276000000;;-2170000000;4385000000;-694000000;-993000000;3691000000;6000000;3697000000;-764000000;2933000000;673000000;2780000000;2780000000
MPC;353184;USD;2019;FY;2019-12-31;2020-02-28;2021-02-26;659000000;664000000;111148000000;-99228000000;11920000000;-6978000000;-3192000000;;-3225000000;5069000000;-917000000;-1229000000;4152000000;-919000000;3233000000;-784000000;2449000000;806000000;2637000000;2637000000
MPLN;1291787;USD;2019;FY;2019-12-31;2020-02-11;2021-03-16;415700000;415700000;982901000;-149607000;833294000;-465085000;-75225000;;-389860000;368209000;-376150000;-376150000;-7941000;18450000;10509000;-799000;9710000;;9710000;9710000
MPWR;118204;USD;2015;FY;2015-12-31;2016-02-29;2017-03-01;39470000;40869000;333067000;-152898000;180169000;-139099000;-72312000;-65787000;;41070000;1421000;;42491000;;42491000;-7319000;35172000;;35172000;35172000
MPWR;118204;USD;2016;FY;2016-12-31;2017-03-01;2018-03-01;40436000;41915000;388665000;-177792000;210873000;-156426000;-83012000;-73643000;;54447000;2817000;;57264000;;57264000;-4544000;52720000;;52720000;52720000
MPWR;118204;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;41350000;43578000;470929000;-212646000;258283000;-180859000;-97257000;-82359000;;77424000;5520000;;82944000;;82944000;-17741000;65203000;;65203000;65203000
MPWR;118204;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;42247000;44602000;582382000;-259714000;322668000;-209180000;-113803000;-93455000;;113488000;4994000;;118482000;;118482000;-13214000;105268000;;105268000;105268000
MPWR;118204;USD;2019;FY;2019-12-31;2020-02-28;2021-03-01;43165000;45763000;627921000;-281596000;346325000;-243763000;-133542000;-107757000;;102562000;10558000;;113120000;;113120000;-4281000;108839000;;108839000;108839000
MPX;953278;USD;2015;FY;2015-12-31;2016-02-29;2018-02-28;36955000;37147000;207061000;-163261000;43800000;-23249000;-23249000;;;20551000;420000;420000;20971000;;20971000;-6665000;14306000;;14306000;14306000
MPX;953278;USD;2016;FY;2016-12-31;2017-02-28;2019-02-28;36633000;36633000;241330000;-190863000;50467000;-27415000;-27415000;;;23052000;355000;355000;23407000;;23407000;-6662000;16745000;;16745000;16745000
MPX;953278;USD;2017;FY;2017-12-31;2018-02-28;2019-02-28;33752000;33752000;267316000;-208296000;59020000;-29261000;-29261000;;;29759000;229000;229000;29988000;;29988000;-10688000;19300000;;19300000;19300000
MPX;953278;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;33570000;33570000;298616000;-232293000;66323000;-30936000;-30936000;;;35387000;268000;268000;35655000;;35655000;-7167000;28488000;;28488000;28488000
MPX;953278;USD;2019;FY;2019-12-31;2020-02-28;2021-02-26;33230000;33230000;292136000;-226742000;65394000;-31259000;-31259000;;;34135000;323000;323000;34458000;;34458000;-6219000;28239000;;28239000;28239000
MRAM;906016;USD;2015;FY;2015-12-31;2016-02-18;2018-03-15;2552205;2552205;26546000;-12568000;13978000;-31514000;-10388000;-21126000;;-17536000;-647000;-653000;-18183000;;-18183000;;-18183000;;-18183000;-18183000
MRAM;906016;USD;2016;FY;2016-12-31;2017-02-11;2018-03-15;4738496;4738496;27094000;-12395000;14699000;-30220000;-10987000;-19233000;;-15521000;-1187000;-2347000;-16708000;;-16708000;;-16708000;;-16708000;-16708000
MRAM;906016;USD;2017;FY;2017-12-31;2018-03-15;2019-03-15;12484984;12484984;35936000;-14451000;21485000;-41693000;-16256000;-25437000;;-20208000;-646000;-764000;-20854000;-246000;-21100000;;-21100000;;-21100000;-21100000
MRAM;906016;USD;2018;FY;2018-12-31;2019-03-15;2019-03-15;16372638;16372638;49417000;-24083000;25334000;-42655000;-19018000;-23637000;;-17321000;-433000;-890000;-17754000;;-17754000;;-17754000;;-17754000;-17754000
MRAM;906016;USD;2019;FY;2019-12-31;2020-03-13;2021-03-04;17317042;17317042;37503000;-19172000;18331000;-31961000;-17778000;-14183000;;-13630000;-257000;-747000;-13887000;-782000;-14669000;;-14669000;;-14669000;-14669000
MRC;558197;USD;2015;FY;2015-12-31;2016-02-24;2018-02-16;102100000;102100000;4529000000;-3743000000;786000000;-606000000;-606000000;;;180000000;-57000000;-48000000;123000000;-465000000;-342000000;11000000;-331000000;;-331000000;-344000000
MRC;558197;USD;2016;FY;2016-12-31;2017-02-17;2019-02-15;97300000;97300000;3041000000;-2573000000;468000000;-524000000;-524000000;;;-56000000;-34000000;-35000000;-90000000;-1000000;-91000000;8000000;-83000000;;-83000000;-107000000
MRC;558197;USD;2017;FY;2017-12-31;2018-02-16;2019-02-15;94300000;95600000;3646000000;-3064000000;582000000;-536000000;-536000000;;;46000000;-31000000;-31000000;15000000;-8000000;7000000;43000000;50000000;;50000000;26000000
MRC;558197;USD;2018;FY;2018-12-31;2019-02-15;2021-02-12;90100000;91800000;4172000000;-3483000000;689000000;-562000000;-562000000;;;127000000;-31000000;-38000000;96000000;-1000000;95000000;-21000000;74000000;;74000000;50000000
MRC;558197;USD;2019;FY;2019-12-31;2020-02-14;2021-02-12;83000000;83900000;3662000000;-3009000000;653000000;-550000000;-550000000;;;103000000;-37000000;-40000000;66000000;;66000000;-27000000;39000000;;39000000;15000000
MRCY;166196;USD;2016;FY;2016-06-30;2016-08-16;2018-08-16;34241000;35097000;270154000;-142535000;127619000;-98182000;-52952000;-36388000;-8842000;29437000;1313000;-1041000;30750000;-5464000;25286000;-5544000;19742000;;19742000;19742000
MRCY;166196;USD;2017;FY;2017-06-30;2017-08-18;2018-08-16;41986000;43018000;408588000;-217045000;191543000;-150257000;-76491000;-54086000;-19680000;41286000;-6335000;-7106000;34951000;-3883000;31068000;-6193000;24875000;;24875000;24875000
MRCY;166196;USD;2018;FY;2018-06-30;2018-08-16;2018-08-16;46719000;47471000;493184000;-267326000;225858000;-173176000;-88365000;-58807000;-26004000;52682000;-4412000;-2818000;48270000;-5697000;42573000;-1690000;40883000;;40883000;40883000
MRCY;166196;USD;2019;FY;2019-06-30;2019-08-15;2021-08-17;47831000;48500000;654744000;-368588000;286156000;-207556000;-110717000;-68925000;-27914000;78600000;-17057000;-8177000;61543000;-2016000;59527000;-12752000;46775000;;46775000;46775000
MRCY;166196;USD;2020;FY;2020-06-30;2020-08-18;2021-08-17;54546000;55115000;796610000;-439766000;356844000;-261298000;-132253000;-98485000;-30560000;95546000;2871000;1145000;98417000;-4484000;93933000;-8221000;85712000;;85712000;85712000
MRK;262201;USD;2015;FY;2015-12-31;2016-02-26;2017-02-28;2951168000;2977368000;39498000000;-14934000000;24564000000;-17017000000;-10313000000;-6704000000;;7547000000;-1527000000;;6020000000;-619000000;5401000000;-942000000;4459000000;;4442000000;4442000000
MRK;262201;USD;2016;FY;2016-12-31;2017-02-28;2019-02-27;2898768000;2920776000;39807000000;-14030000000;25777000000;-20278000000;-10017000000;-10261000000;;5499000000;-189000000;;5310000000;-651000000;4659000000;-718000000;3941000000;;3920000000;3920000000
MRK;262201;USD;2017;FY;2017-12-31;2018-02-27;2019-02-27;2861040000;2879904000;40122000000;-12912000000;27210000000;-20413000000;-10074000000;-10339000000;;6797000000;500000000;;7297000000;-776000000;6521000000;-4103000000;2418000000;;2394000000;2394000000
MRK;262201;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;2791872000;2807592000;42294000000;-13509000000;28785000000;-19854000000;-10102000000;-9752000000;;8931000000;402000000;;9333000000;-632000000;8701000000;-2508000000;6193000000;;6220000000;6220000000
MRK;262201;USD;2019;FY;2019-12-31;2020-02-26;2021-02-25;2688120000;2703840000;46840000000;-14112000000;32728000000;-20487000000;-10615000000;-9872000000;;12241000000;-139000000;;12102000000;-638000000;11464000000;-1687000000;9777000000;;9843000000;9843000000
MRNA;917766;USD;2017;FY;2017-12-31;2019-03-13;2019-03-13;64497544;64497544;205825000;;;-475181000;-64722000;-410459000;;-269356000;13360000;15235000;-255996000;;-255996000;80000;-255916000;;-255916000;-269841000
MRNA;917766;USD;2018;FY;2018-12-31;2019-02-06;2021-02-26;81114183;81114183;135068000;;;-548334000;-94252000;-454082000;;-413266000;28858000;27023000;-384408000;;-384408000;-326000;-384734000;;-384734000;-401857000
MRNA;917766;USD;2019;FY;2019-12-31;2020-02-27;2021-02-26;330802136;330802136;60209000;;;-605929000;-109620000;-496309000;;-545720000;31004000;38530000;-514716000;;-514716000;695000;-514021000;;-514021000;-514021000
MRO;378185;USD;2015;FY;2015-12-31;2016-02-25;2018-02-22;677000000;677000000;4953000000;-979000000;3974000000;-5406000000;-1088000000;-971000000;-2721000000;-1432000000;-286000000;-286000000;-1718000000;-721000000;-2439000000;738000000;-1701000000;-503000000;-2204000000;-2204000000
MRO;378185;USD;2016;FY;2016-12-31;2017-02-24;2018-02-22;819000000;819000000;3787000000;-712000000;3075000000;-3840000000;-726000000;-323000000;-2156000000;-765000000;-332000000;-332000000;-1097000000;-67000000;-1164000000;-923000000;-2087000000;-53000000;-2140000000;-2140000000
MRO;378185;USD;2017;FY;2017-12-31;2018-02-22;2018-02-22;850000000;850000000;4765000000;-706000000;4059000000;-3963000000;-568000000;-409000000;-2372000000;96000000;-270000000;-270000000;-174000000;-280000000;-454000000;-376000000;-830000000;-4893000000;-5723000000;-5723000000
MRO;378185;USD;2018;FY;2018-12-31;2019-02-21;2021-02-23;846000000;847000000;6582000000;-842000000;5740000000;-3998000000;-394000000;-289000000;-2441000000;1742000000;-226000000;-226000000;1516000000;-89000000;1427000000;-331000000;1096000000;;1096000000;1096000000
MRO;378185;USD;2019;FY;2019-12-31;2020-02-20;2021-02-23;810000000;810000000;5190000000;-712000000;4478000000;-3818000000;-356000000;-149000000;-2397000000;660000000;-244000000;-244000000;416000000;-24000000;392000000;88000000;480000000;;480000000;480000000
MRSN;808876;USD;2016;FY;2016-12-31;2017-02-11;2019-03-08;1266758;1266758;25171000;;;-38992000;-6984000;-32008000;;-13821000;121000;121000;-13700000;;-13700000;;-13700000;;-13700000;-13700000
MRSN;808876;USD;2017;FY;2017-12-31;2018-02-14;2020-02-28;12022733;12022733;17545000;;;-57162000;-10462000;-46700000;;-39617000;910000;910000;-38707000;;-38707000;;-38707000;;-38707000;-38707000
MRSN;808876;USD;2018;FY;2018-12-31;2019-03-08;2021-02-26;23032250;23032250;10594000;;;-76249000;-16334000;-59915000;;-65655000;1398000;1398000;-64257000;;-64257000;;-64257000;;-64257000;-64257000
MRSN;808876;USD;2019;FY;2019-12-31;2020-02-28;2021-02-26;43492113;43492113;42123000;;;-72323000;-17283000;-55040000;;-30200000;1992000;1992000;-28208000;;-28208000;;-28208000;;-28208000;-28208000
MRTX;782022;USD;2015;FY;2015-12-31;2016-03-09;2018-03-08;16901826;16901826;;;;-64714000;-15755000;-48959000;;-64714000;170000;;-64544000;;-64544000;;-64544000;;-64544000;-64544000
MRTX;782022;USD;2016;FY;2016-12-31;2017-03-09;2019-02-28;19787349;19787349;;;;-83779000;-15292000;-68487000;;-83779000;661000;;-83118000;;-83118000;;-83118000;;-83118000;-83118000
MRTX;782022;USD;2017;FY;2017-12-31;2018-03-08;2020-02-26;25290222;25290222;;;;-71535000;-13450000;-58085000;;-71535000;1105000;;-70430000;;-70430000;;-70430000;;-70430000;-70430000
MRTX;782022;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;30897717;30897717;12926000;;;-115553000;-21681000;-93872000;;-102627000;4209000;;-98418000;;-98418000;;-98418000;;-98418000;-98418000
MRTX;782022;USD;2019;FY;2019-12-31;2020-02-26;2021-02-25;37467505;37467505;3335000;;;-225439000;-42573000;-182866000;;-222104000;8848000;;-213256000;;-213256000;;-213256000;;-213256000;-213256000
MRVL;198029;USD;2015;FY;2016-01-31;2016-05-12;2018-03-29;510945000;510945000;2602497000;-1406121000;1196376000;-1233868000;-279215000;-954653000;;-37492000;17685000;;-19807000;-707918000;-727725000;-10716000;-738441000;-72959000;-811400000;-811400000
MRVL;198029;USD;2016;FY;2017-01-31;2017-03-28;2018-03-29;509738000;517513000;2300992000;-1017564000;1283428000;-1056220000;-251191000;-805029000;;227208000;17022000;;244230000;-96801000;147429000;-72608000;74821000;-53670000;21151000;21151000
MRVL;198029;USD;2017;FY;2018-01-31;2018-03-08;2018-03-29;498008000;509667000;2409170000;-947230000;1461940000;-952610000;-238166000;-714444000;;509330000;21509000;;530839000;-79635000;451204000;-18062000;433142000;87689000;520831000;520831000
MRVL;198029;USD;2018;FY;2019-01-31;2019-03-28;2021-03-16;591232000;591232000;2865791000;-1407399000;1458392000;-1338369000;-424360000;-914009000;;120023000;-47917000;-48436000;72106000;-76753000;-4647000;-174447000;-179094000;;-179094000;-179094000
MRVL;198029;USD;2019;FY;2020-01-31;2020-03-23;2021-03-16;664709000;676094000;2699161000;-1342220000;1356941000;-1544971000;-464580000;-1080391000;;-188030000;1041740000;-80815000;853710000;-55328000;798382000;786009000;1584391000;;1584391000;1584391000
MSA;898420;USD;2015;FY;2015-12-31;2016-02-29;2018-02-22;37293000;37710000;1130783000;-629680000;501103000;-363900000;-315270000;-48630000;;137203000;-13919000;-10854000;123284000;-12258000;111026000;-44407000;66619000;1325000;70807000;70807000
MSA;898420;USD;2016;FY;2016-12-31;2017-02-28;2019-02-22;37456000;37986000;1149530000;-627283000;522247000;-355085000;-308238000;-46847000;;167162000;-9557000;-16411000;157605000;-5694000;151911000;-57804000;94107000;-245000;91936000;91936000
MSA;898420;USD;2017;FY;2017-12-31;2018-02-22;2019-02-22;37997000;38697000;1196809000;-657918000;538891000;-476555000;-300062000;-50061000;;62336000;-14929000;-15360000;47407000;-17632000;29775000;-2819000;26956000;0;26027000;26027000
MSA;898420;USD;2018;FY;2018-12-31;2019-02-22;2021-02-19;38362000;38961000;1358104000;-746241000;611863000;-422807000;-324784000;-52696000;;189056000;-11980000;-18881000;177076000;-14741000;162335000;-37220000;125115000;;124150000;124150000
MSA;898420;USD;2019;FY;2019-12-31;2020-02-20;2021-02-19;38653000;39189000;1401981000;-765369000;636612000;-416722000;-330502000;-57848000;;219890000;-22309000;-13589000;197581000;-13846000;183735000;-46086000;137649000;;136440000;136440000
